ax ay bx by
-0.280152152838 0.007992464652 2.05113861014 -0.614847255425
-0.0459451049834 -0.0105234289629 1.43221593305 -1.19181540959
0.0233569408246 -0.0354055291804 1.85604463481 -1.27449223332
0.387669569893 -0.217206598332 1.62301005645 -1.66302966059
-0.0332184964835 0.206166186212 1.13438719029 -1.14467318799
-0.0518406687356 -0.182019913607 1.26620564068 -1.31771388955
-0.283830074944 -0.349732465564 0.768291479651 -1.66570286536
0.520638152915 -0.0221434467924 0.787619736016 -1.6774241579
0.417822059385 -0.192260942662 1.2714485726 -2.01349163876
-0.234764192243 -0.156716334253 1.17651893379 -2.07685268817
0.313369845591 0.105518794317 1.05508475965 -1.85461941968
0.31139582676 0.230929819064 0.682914411084 -2.13237639164
0.455818093681 -0.18351567568 0.573166619057 -1.76022701462
0.224745383805 -0.482936932777 0.512378731625 -1.97231863303
-0.118506877089 0.209737411032 0.624210923158 -1.52458267405
0.290435359676 -0.0720343167573 0.342346787177 -2.0788086813
-0.19925208728 -0.102856997768 0.376304501762 -1.97260415306
-0.0391244574859 -0.243539290783 -0.0455368931493 -1.98486898008
-0.00940489137925 -0.0893831367721 -0.317927283416 -1.70593485951
-0.116053361374 0.0518348772956 -0.521908845641 -1.87631181895
-0.13071070619 0.0240307345211 -0.649649590635 -1.66775860876
0.345067328631 0.0810895551624 -0.776884145629 -1.73035337765
0.177221281643 -0.345621610602 -0.693870854868 -1.66325430934
0.0531358945981 -0.321606534311 -0.511494538648 -1.96951137404
-0.121336593775 0.105005379912 -0.599433501349 -1.93272072697
0.123528782587 -0.283046619235 -1.21900105932 -1.90932589909
-0.00193793534408 0.276796785303 -1.22453885155 -1.77464756906
0.426831597859 0.123190713258 -1.43915229887 -1.66884930584
-0.127580315505 -0.0158827247922 -1.24624668002 -1.7250392262
0.439536681198 -0.131851563204 -1.59828934003 -1.48770456879
-0.0904725137279 -0.184216820818 -1.56860919347 -1.33912580755
0.0397712041313 0.0307640380022 -1.82207393723 -1.0757621835
0.0793930743151 -0.343053230198 -1.49700614091 -0.659298605002
-0.186643389672 -0.140025393409 -1.54832046163 -0.982499265352
-0.138241688193 0.126961890372 -1.57786026858 -0.778473333246
0.0106119297945 -0.118115387591 -2.22329781527 -0.287666076791
0.288717690939 0.419313537226 -2.20372078452 -0.869481343221
-0.288993378079 0.0421023667184 -1.87134615728 -0.531681470469
0.243708201084 0.261935584541 -2.31592592539 -0.727183142164
-0.0806384673391 0.0344397411798 -2.01216041814 -0.0685423617541
-0.181471851014 0.137222540451 -1.89889218065 -0.152389351477
0.153779968442 0.386852983286 -1.83082135178 -0.240635232422
0.24430387645 -0.112044678551 -2.14526780694 0.247146804107
-0.302058639462 -0.359059819853 -2.05444974926 0.132355545703
0.342702593351 -0.112207100419 -2.25550919251 0.453365395443
-0.421437846586 0.0909344275976 -1.80993632234 0.549867792076
-0.187887787492 -0.480268905892 -1.92863716104 0.652831243515
-0.0154259068333 0.207627056048 -1.87343954859 0.829146179042
0.2668864201 0.155987705318 -1.51740956171 0.711087638023
0.119362090017 -0.307884764658 -1.68045484278 1.05853974351
-0.033870187551 0.369360345746 -1.36991547739 1.04704640023
-0.26239232009 0.374791400489 -1.58473585657 1.12298456474
0.126920170601 0.121315763276 -1.26448316348 1.51843258726
-0.0188740075516 0.216679408355 -1.50572501592 1.12677760249
-0.259525546273 -0.03105889967 -1.84001114679 1.29369531478
-0.281895231265 -0.423231585742 -1.25207142066 1.28191071217
0.551150896186 0.0120123341337 -1.17518432701 1.78456437775
-0.635248124759 -0.516554056584 -1.21429704724 1.67276035837
-0.203490221384 0.0462164551826 -0.569635591526 1.94962218064
-0.231070284431 -0.023148974066 -1.09341211098 1.95961623226
-0.235950373107 -0.165716436819 -0.984457731876 1.59650376244
0.30116456978 0.162439338572 -0.394540397094 1.95107214877
-0.0825131332654 0.368256792609 -0.556164076417 1.93308333911
-0.0759681292411 0.220108812809 -0.567398664835 1.82285285861
-0.23782019262 0.391212611798 -0.394402793787 2.01911794556
0.406847426683 -0.0129556465985 -0.167714616679 1.82080756728
0.0381056091308 0.0135291025049 0.492501033689 1.8736570017
